Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.63,43.68,TORONTO INTL A,6158731,2023-11-09,2023,11,09,,10.7,,-0.1,,5.3,,12.7,,0.0,,0.0,,0.0,,0.0,,,,23,,46,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-10,2023,11,10,,13.0,,2.5,,7.8,,10.2,,0.0,,2.4,,0.0,,2.4,,,,26,,53,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-11,2023,11,11,,7.5,,0.5,,4.0,,14.0,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2023-11-12,2023,11,12,,12.0,,1.1,,6.5,,11.5,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2023-11-13,2023,11,13,,12.7,,0.7,,6.7,,11.3,,0.0,,2.3,,0.0,,2.3,,,,32,,48,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-14,2023,11,14,,11.3,,0.6,,6.0,,12.0,,0.0,,2.8,,0.0,,2.8,,,,23,,34,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-15,2023,11,15,,6.3,,-1.5,,2.4,,15.6,,0.0,,0.8,,0.0,,0.8,,,,33,,44,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-16,2023,11,16,,8.6,,1.4,,5.0,,13.0,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2023-11-17,2023,11,17,,11.4,,-1.4,,5.0,,13.0,,0.0,,0.2,,0.0,,0.2,,,,32,,48,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-18,2023,11,18,,11.8,,0.1,,6.0,,12.0,,0.0,,0.7,,0.0,,0.7,,,,33,,44,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-19,2023,11,19,,6.8,,0.6,,3.7,,14.3,,0.0,,3.6,,0.0,,3.6,,,,10,,45,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-20,2023,11,20,,9.0,,2.5,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,,,29,,33,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-21,2023,11,21,,9.2,,-0.7,,4.2,,13.8,,0.0,,0.3,,0.0,,0.3,,,,30,,57,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-22,2023,11,22,,7.7,,-1.8,,3.0,,15.0,,0.0,,4.1,,0.0,,4.1,,,,23,,41,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-23,2023,11,23,,7.1,,-0.8,,3.1,,14.9,,0.0,,0.2,,0.0,,0.2,,,,30,,46,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-24,2023,11,24,,0.9,,-4.5,,-1.8,,19.8,,0.0,,0.0,,0.0,T,0.0,T,,,33,,43,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-25,2023,11,25,,4.4,,-3.5,,0.5,,17.5,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2023-11-26,2023,11,26,,2.7,,-4.0,,-0.6,,18.6,,0.0,,2.9,,0.0,,2.9,,,,11,,40,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-27,2023,11,27,,-0.4,,-5.4,,-2.9,,20.9,,0.0,,0.0,,0.4,,0.4,,0,T,30,,54,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-28,2023,11,28,,1.2,,-4.7,,-1.8,,19.8,,0.0,,0.0,,0.4,,0.4,,0,T,26,,56,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-29,2023,11,29,,-0.1,,-5.2,,-2.6,,20.6,,0.0,,0.0,,0.4,,0.4,,0,T,23,,50,
-79.63,43.68,TORONTO INTL A,6158731,2023-11-30,2023,11,30,,6.5,,-2.2,,2.1,,15.9,,0.0,,0.2,,0.0,,0.2,,,,33,,44,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-01,2023,12,01,,-0.7,,-4.5,,-2.6,,20.6,,0.0,,0.0,,0.2,,0.2,,0,T,33,,60,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-02,2023,12,02,,5.9,,1.3,,3.6,,14.4,,0.0,,5.0,,0.0,,5.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2023-12-03,2023,12,03,,3.0,,0.7,,1.9,,16.1,,0.0,,3.4,,0.0,,3.4,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2023-12-04,2023,12,04,,2.8,,-0.4,,1.2,,16.8,,0.0,,0.0,,0.0,T,0.0,T,,,32,,39,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-05,2023,12,05,,0.4,,-3.0,,-1.3,,19.3,,0.0,,0.1,,0.3,,0.3,,0,T,33,,60,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-06,2023,12,06,,0.5,,-4.1,,-1.8,,19.8,,0.0,,0.0,,0.0,T,0.0,T,0,T,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2023-12-07,2023,12,07,,4.5,,-0.8,,1.9,,16.1,,0.0,,1.8,,4.0,,4.8,,3,,26,,32,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-08,2023,12,08,,8.2,,-0.7,,3.7,,14.3,,0.0,,0.6,,0.0,,0.6,,,,10,,32,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-09,2023,12,09,,2.3,,-4.7,,-1.2,,19.2,,0.0,,0.0,,0.0,,0.0,,,,10,,32,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-10,2023,12,10,,5.6,,-1.5,,2.0,,16.0,,0.0,,0.0,,0.0,,0.0,,,,26,,58,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-11,2023,12,11,,3.0,,-0.1,,1.4,,16.6,,0.0,,0.0,,0.0,T,0.0,T,,,32,,39,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-12,2023,12,12,,3.1,,-4.4,,-0.7,,18.7,,0.0,,0.0,,0.0,,0.0,,,,28,,56,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-13,2023,12,13,,2.3,,-4.7,,-1.2,,19.2,,0.0,,0.0,,0.0,,0.0,,,,10,,32,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-14,2023,12,14,,6.1,,-0.4,,2.8,,15.2,,0.0,,3.6,,0.0,,3.6,,,,22,,37,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-15,2023,12,15,,6.6,,-1.8,,2.4,,15.6,,0.0,,0.0,,0.0,,0.0,,,,28,,56,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-16,2023,12,16,,2.5,,0.0,,1.2,,16.8,,0.0,,0.1,,0.0,,0.1,,,,34,,33,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-17,2023,12,17,,1.2,,-3.4,,-1.1,,19.1,,0.0,,0.9,,0.0,,0.9,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2023-12-18,2023,12,18,,6.4,,-2.6,,1.9,,16.1,,0.0,,1.6,,0.4,,1.8,,0,T,33,,70,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-19,2023,12,19,,2.5,,-0.3,,1.1,,16.9,,0.0,,0.2,,0.4,,0.6,,0,T,29,,35,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-20,2023,12,20,,3.8,,-1.5,,1.1,,16.9,,0.0,,0.0,,0.0,,0.0,,0,T,25,,35,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-21,2023,12,21,,5.1,,-0.5,,2.3,,15.7,,0.0,,0.0,,0.0,,0.0,,,,10,,32,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-22,2023,12,22,,7.4,,4.9,,6.2,,11.8,,0.0,,12.4,,0.0,,12.4,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2023-12-23,2023,12,23,,4.2,,1.8,,3.0,,15.0,,0.0,,1.3,,0.0,,1.3,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2023-12-24,2023,12,24,,5.3,,2.6,,4.0,,14.0,,0.0,,7.9,,0.0,,7.9,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2023-12-25,2023,12,25,,6.8,,3.1,,5.0,,13.0,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2023-12-26,2023,12,26,,1.4,,-3.0,,-0.8,,18.8,,0.0,,1.4,,0.0,,1.4,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2023-12-27,2023,12,27,,4.7,,2.2,,3.5,,14.5,,0.0,,7.0,,0.0,,7.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2023-12-28,2023,12,28,,6.1,,4.1,,5.1,,12.9,,0.0,,5.1,,0.0,,5.1,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2023-12-29,2023,12,29,,9.9,,0.5,,5.2,,12.8,,0.0,,0.8,,0.0,,0.8,,,,26,,40,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-30,2023,12,30,,4.2,,-1.4,,1.4,,16.6,,0.0,,0.2,,0.0,,0.2,,,,11,,32,
-79.63,43.68,TORONTO INTL A,6158731,2023-12-31,2023,12,31,,1.4,,-1.6,,-0.1,,18.1,,0.0,,0.0,,2.4,,2.4,,0,T,,M,,M
